timestamp,home_id,device_id,device_loc,reading_type,reading_value
2017-07-27 16:05:26,thk,4999,,datausage,3.975777
2017-07-27 16:05:26,thk,4999,,memusage,18.91
2017-07-27 16:05:26,thk,4999,,uptime,16486
2017-07-27 17:05:25,thk,4999,,datausage,4.826246
2017-07-27 17:05:25,thk,4999,,memusage,19.02
2017-07-27 17:05:25,thk,4999,,uptime,20086
2017-07-27 18:05:25,thk,4999,,datausage,5.664899
2017-07-27 18:05:25,thk,4999,,memusage,18.99
2017-07-27 18:05:25,thk,4999,,uptime,23686
2017-07-27 19:05:26,thk,4999,,datausage,6.513499
2017-07-27 19:05:26,thk,4999,,memusage,19.14
2017-07-27 19:05:26,thk,4999,,uptime,27286
2017-07-27 20:05:26,thk,4999,,datausage,7.361694
2017-07-27 20:05:26,thk,4999,,memusage,19.15
2017-07-27 20:05:26,thk,4999,,uptime,30886
2017-07-27 21:05:26,thk,4999,,datausage,8.19727
2017-07-27 21:05:26,thk,4999,,memusage,19.28
2017-07-27 21:05:26,thk,4999,,uptime,34486
2017-07-27 22:05:26,thk,4999,,datausage,9.04596
2017-07-27 22:05:26,thk,4999,,memusage,19.26
2017-07-27 22:05:26,thk,4999,,uptime,38086
2017-07-27 23:05:26,thk,4999,,datausage,9.877889
2017-07-27 23:05:26,thk,4999,,memusage,19.34
2017-07-27 23:05:26,thk,4999,,uptime,41686
2017-07-28 00:05:26,thk,4999,,datausage,10.720928
2017-07-28 00:05:26,thk,4999,,memusage,19.41
2017-07-28 00:05:26,thk,4999,,uptime,45286
2017-07-28 01:05:25,thk,4999,,datausage,11.558911
2017-07-28 01:05:25,thk,4999,,memusage,19.48
2017-07-28 01:05:25,thk,4999,,uptime,48886
2017-07-28 02:05:26,thk,4999,,datausage,12.391411
2017-07-28 02:05:26,thk,4999,,memusage,19.48
2017-07-28 02:05:26,thk,4999,,uptime,52486
2017-07-28 03:05:26,thk,4999,,datausage,13.225899
2017-07-28 03:05:26,thk,4999,,memusage,19.55
2017-07-28 03:05:26,thk,4999,,uptime,56086
2017-07-28 04:05:26,thk,4999,,datausage,14.056009
2017-07-28 04:05:26,thk,4999,,memusage,19.56
2017-07-28 04:05:26,thk,4999,,uptime,59686
2017-07-28 05:05:26,thk,4999,,datausage,14.894109
2017-07-28 05:05:26,thk,4999,,memusage,19.66
2017-07-28 05:05:26,thk,4999,,uptime,63286
2017-07-28 06:05:25,thk,4999,,datausage,15.731372
2017-07-28 06:05:25,thk,4999,,memusage,19.65
2017-07-28 06:05:25,thk,4999,,uptime,66886
2017-07-28 07:05:25,thk,4999,,datausage,16.571995
2017-07-28 07:05:25,thk,4999,,memusage,25.71
2017-07-28 07:05:25,thk,4999,,uptime,70486
2017-07-28 08:05:26,thk,4999,,datausage,17.403742
2017-07-28 08:05:26,thk,4999,,memusage,25.83
2017-07-28 08:05:26,thk,4999,,uptime,74086
2017-07-28 08:41:11,thk,4999-f234d8ad941a,,beacon,1
2017-07-28 08:45:11,thk,4999-f234d8ad941a,,beacon,1
2017-07-28 08:49:11,thk,4999-f234d8ad941a,,beacon,1
2017-07-28 08:53:11,thk,4999-f234d8ad941a,,beacon,1
2017-07-28 08:57:11,thk,4999-f234d8ad941a,,beacon,1
2017-07-28 09:01:11,thk,4999-f234d8ad941a,,beacon,1
2017-07-28 09:05:11,thk,4999-f234d8ad941a,,battery_voltage,2.934
2017-07-28 09:05:11,thk,4999-f234d8ad941a,,beacon,1
2017-07-28 09:05:25,thk,4999,,datausage,18.243734
2017-07-28 09:05:25,thk,4999,,memusage,25.87
2017-07-28 09:05:25,thk,4999,,uptime,77686
2017-07-28 09:09:11,thk,4999-f234d8ad941a,,beacon,1
2017-07-28 09:13:11,thk,4999-d388ebdcba37,,beacon,1
2017-07-28 09:13:11,thk,4999-f234d8ad941a,,beacon,1
2017-07-28 09:17:11,thk,4999-f234d8ad941a,,beacon,1
2017-07-28 09:21:11,thk,4999-f234d8ad941a,,beacon,1
2017-07-28 09:25:10,thk,4999-f234d8ad941a,,beacon,1
2017-07-28 09:29:11,thk,4999-f234d8ad941a,,beacon,1
2017-07-28 09:33:11,thk,4999-f234d8ad941a,,beacon,1
2017-07-28 09:37:11,thk,4999-f234d8ad941a,,beacon,1
2017-07-28 09:41:11,thk,4999-f234d8ad941a,,beacon,1
2017-07-28 09:45:11,thk,4999-f234d8ad941a,,beacon,1
2017-07-28 09:49:11,thk,4999-f234d8ad941a,,beacon,1
2017-07-28 09:53:11,thk,4999-f234d8ad941a,,beacon,1
2017-07-28 09:57:11,thk,4999-f234d8ad941a,,beacon,1
2017-07-28 10:01:11,thk,4999-f234d8ad941a,,beacon,1
2017-07-28 10:05:11,thk,4999-f234d8ad941a,,battery_voltage,2.934
2017-07-28 10:05:11,thk,4999-f234d8ad941a,,beacon,1
2017-07-28 10:05:26,thk,4999,,datausage,19.079103
2017-07-28 10:05:26,thk,4999,,memusage,25.95
2017-07-28 10:05:26,thk,4999,,uptime,81286
2017-07-28 10:09:10,thk,4999-f234d8ad941a,,beacon,1
2017-07-28 10:13:11,thk,4999-f234d8ad941a,,beacon,1
2017-07-28 10:57:10,thk,4999-f234d8ad941a,,beacon,1
2017-07-28 11:05:11,thk,4999-f234d8ad941a,,battery_voltage,2.922
2017-07-28 11:05:25,thk,4999,,datausage,19.923913
2017-07-28 11:05:25,thk,4999,,memusage,25.96
2017-07-28 11:05:25,thk,4999,,uptime,84886
2017-07-28 12:05:26,thk,4999,,datausage,20.758114
2017-07-28 12:05:26,thk,4999,,memusage,26.01
2017-07-28 12:05:26,thk,4999,,uptime,88486
2017-07-28 13:05:25,thk,4999,,datausage,21.601836
2017-07-28 13:05:25,thk,4999,,memusage,26.11
2017-07-28 13:05:25,thk,4999,,uptime,92086
2017-07-28 13:57:11,thk,4999-ff7fada21247,,beacon,1
2017-07-28 14:01:11,thk,4999-ff7fada21247,,beacon,1
2017-07-28 14:05:11,thk,4999-ff7fada21247,,battery_voltage,2.892
2017-07-28 14:05:11,thk,4999-ff7fada21247,,beacon,1
2017-07-28 14:05:26,thk,4999,,datausage,22.43856
2017-07-28 14:05:26,thk,4999,,memusage,26.22
2017-07-28 14:05:26,thk,4999,,uptime,95686
2017-07-28 14:09:11,thk,4999-ff7fada21247,,beacon,1
2017-07-28 14:13:11,thk,4999-f234d8ad941a,,beacon,1
2017-07-28 14:13:11,thk,4999-ff7fada21247,,beacon,1
2017-07-28 14:17:10,thk,4999-f234d8ad941a,,beacon,1
2017-07-28 14:17:10,thk,4999-ff7fada21247,,beacon,1
2017-07-28 14:21:11,thk,4999-f234d8ad941a,,beacon,1
2017-07-28 14:21:11,thk,4999-ff7fada21247,,beacon,1
2017-07-28 14:25:11,thk,4999-f234d8ad941a,,beacon,1
2017-07-28 14:25:11,thk,4999-ff7fada21247,,beacon,1
2017-07-28 14:29:11,thk,4999-f234d8ad941a,,beacon,1
2017-07-28 14:29:11,thk,4999-ff7fada21247,,beacon,1
2017-07-28 14:33:11,thk,4999-f234d8ad941a,,beacon,1
2017-07-28 14:33:11,thk,4999-ff7fada21247,,beacon,1
2017-07-28 14:37:11,thk,4999-f234d8ad941a,,beacon,1
2017-07-28 14:37:11,thk,4999-ff7fada21247,,beacon,1
2017-07-28 14:41:11,thk,4999-f234d8ad941a,,beacon,1
2017-07-28 14:41:11,thk,4999-ff7fada21247,,beacon,1
2017-07-28 14:45:11,thk,4999-c578064b05be,,beacon,1
2017-07-28 14:45:11,thk,4999-f234d8ad941a,,beacon,1
2017-07-28 14:45:11,thk,4999-ff7fada21247,,beacon,1
2017-07-28 14:49:11,thk,4999-f234d8ad941a,,beacon,1
2017-07-28 14:49:11,thk,4999-ff7fada21247,,beacon,1
2017-07-28 14:53:10,thk,4999-c578064b05be,,beacon,1
2017-07-28 14:53:10,thk,4999-f234d8ad941a,,beacon,1
2017-07-28 14:53:10,thk,4999-ff7fada21247,,beacon,1
2017-07-28 14:57:11,thk,4999-f234d8ad941a,,beacon,1
2017-07-28 14:57:11,thk,4999-ff7fada21247,,beacon,1
2017-07-28 15:01:11,thk,4999-c578064b05be,,beacon,1
2017-07-28 15:01:11,thk,4999-f234d8ad941a,,beacon,1
2017-07-28 15:01:11,thk,4999-ff7fada21247,,beacon,1
2017-07-28 15:05:11,thk,4999-c578064b05be,,battery_voltage,2.907
2017-07-28 15:05:11,thk,4999-c578064b05be,,beacon,1
2017-07-28 15:05:11,thk,4999-f234d8ad941a,,battery_voltage,2.922
2017-07-28 15:05:11,thk,4999-f234d8ad941a,,beacon,1
2017-07-28 15:05:11,thk,4999-ff7fada21247,,battery_voltage,2.892
2017-07-28 15:05:11,thk,4999-ff7fada21247,,beacon,1
2017-07-28 15:05:26,thk,4999,,datausage,23.285469
2017-07-28 15:05:26,thk,4999,,memusage,26.33
2017-07-28 15:05:26,thk,4999,,uptime,99286
2017-07-28 15:09:11,thk,4999-c578064b05be,,beacon,1
2017-07-28 15:09:11,thk,4999-f234d8ad941a,,beacon,1
2017-07-28 15:09:11,thk,4999-ff7fada21247,,beacon,1
2017-07-28 15:13:11,thk,4999-c578064b05be,,beacon,1
2017-07-28 15:13:11,thk,4999-f234d8ad941a,,beacon,1
2017-07-28 15:13:11,thk,4999-ff7fada21247,,beacon,1
2017-07-28 15:17:11,thk,4999-c578064b05be,,beacon,1
2017-07-28 15:17:11,thk,4999-f234d8ad941a,,beacon,1
2017-07-28 15:17:11,thk,4999-ff7fada21247,,beacon,1
2017-07-28 15:21:10,thk,4999-c578064b05be,,beacon,1
2017-07-28 15:21:10,thk,4999-f234d8ad941a,,beacon,1
2017-07-28 15:21:10,thk,4999-ff7fada21247,,beacon,1
2017-07-28 15:25:11,thk,4999-c578064b05be,,beacon,1
2017-07-28 15:25:11,thk,4999-f234d8ad941a,,beacon,1
2017-07-28 15:25:11,thk,4999-ff7fada21247,,beacon,1
2017-07-28 15:29:10,thk,4999-c578064b05be,,beacon,1
2017-07-28 15:29:10,thk,4999-f234d8ad941a,,beacon,1
2017-07-28 15:29:10,thk,4999-ff7fada21247,,beacon,1
2017-07-28 15:33:10,thk,4999-c578064b05be,,beacon,1
2017-07-28 15:33:10,thk,4999-f234d8ad941a,,beacon,1
2017-07-28 15:33:10,thk,4999-ff7fada21247,,beacon,1
2017-07-28 15:37:10,thk,4999-ff7fada21247,,beacon,1
2017-07-28 15:41:10,thk,4999-ff7fada21247,,beacon,1
2017-07-28 15:45:10,thk,4999-ff7fada21247,,beacon,1
2017-07-28 15:57:11,thk,4999-fd68387e1ccc,,beacon,1
2017-07-28 16:05:11,thk,4999-c578064b05be,,battery_voltage,2.907
2017-07-28 16:05:11,thk,4999-f234d8ad941a,,battery_voltage,2.922
2017-07-28 16:05:11,thk,4999-ff7fada21247,,battery_voltage,2.892
2017-07-28 16:05:24,thk,4999,,uptime,102886
2017-07-28 16:05:25,thk,4999,,datausage,24.12651
2017-07-28 16:05:25,thk,4999,,memusage,26.50
2017-07-28 17:05:26,thk,4999,,datausage,24.967394
2017-07-28 17:05:26,thk,4999,,memusage,26.44
2017-07-28 17:05:26,thk,4999,,uptime,106486
2017-07-28 18:05:26,thk,4999,,datausage,25.796596
2017-07-28 18:05:26,thk,4999,,memusage,26.49
2017-07-28 18:05:26,thk,4999,,uptime,110086
2017-07-28 19:05:26,thk,4999,,datausage,26.635667
2017-07-28 19:05:26,thk,4999,,memusage,26.50
2017-07-28 19:05:26,thk,4999,,uptime,113686
2017-07-28 20:05:26,thk,4999,,datausage,27.469042
2017-07-28 20:05:26,thk,4999,,memusage,26.53
2017-07-28 20:05:26,thk,4999,,uptime,117286
2017-07-28 21:05:25,thk,4999,,datausage,28.310802
2017-07-28 21:05:25,thk,4999,,memusage,26.60
2017-07-28 21:05:25,thk,4999,,uptime,120886
2017-07-28 22:05:26,thk,4999,,datausage,29.1554
2017-07-28 22:05:26,thk,4999,,memusage,26.60
2017-07-28 22:05:26,thk,4999,,uptime,124486
2017-07-28 23:05:26,thk,4999,,datausage,29.993614
2017-07-28 23:05:26,thk,4999,,memusage,27.29
2017-07-28 23:05:26,thk,4999,,uptime,128086
2017-07-29 00:05:25,thk,4999,,datausage,30.842958
2017-07-29 00:05:25,thk,4999,,memusage,27.40
2017-07-29 00:05:25,thk,4999,,uptime,131686
2017-07-29 01:05:25,thk,4999,,datausage,31.689275
2017-07-29 01:05:25,thk,4999,,memusage,27.37
2017-07-29 01:05:25,thk,4999,,uptime,135286
2017-07-29 02:05:26,thk,4999,,datausage,32.528137
2017-07-29 02:05:26,thk,4999,,memusage,27.38
2017-07-29 02:05:26,thk,4999,,uptime,138886
2017-07-29 03:05:26,thk,4999,,datausage,33.375739
2017-07-29 03:05:26,thk,4999,,memusage,27.41
2017-07-29 03:05:26,thk,4999,,uptime,142486
2017-07-29 04:05:26,thk,4999,,datausage,34.211539
2017-07-29 04:05:26,thk,4999,,memusage,27.52
2017-07-29 04:05:26,thk,4999,,uptime,146086
2017-07-29 05:05:26,thk,4999,,datausage,35.061296
2017-07-29 05:05:26,thk,4999,,memusage,27.44
2017-07-29 05:05:26,thk,4999,,uptime,149686
2017-07-29 06:05:26,thk,4999,,datausage,35.908564
2017-07-29 06:05:26,thk,4999,,memusage,27.53
2017-07-29 06:05:26,thk,4999,,uptime,153286
2017-07-29 07:05:26,thk,4999,,datausage,36.747596
2017-07-29 07:05:26,thk,4999,,memusage,27.55
2017-07-29 07:05:26,thk,4999,,uptime,156886
2017-07-29 08:05:26,thk,4999,,datausage,37.59668
2017-07-29 08:05:26,thk,4999,,memusage,27.55
2017-07-29 08:05:26,thk,4999,,uptime,160486
2017-07-29 09:05:26,thk,4999,,datausage,38.445519
2017-07-29 09:05:26,thk,4999,,memusage,27.64
2017-07-29 09:05:26,thk,4999,,uptime,164086
2017-07-29 10:05:25,thk,4999,,datausage,39.281379
2017-07-29 10:05:25,thk,4999,,memusage,27.70
2017-07-29 10:05:25,thk,4999,,uptime,167686
2017-07-29 10:37:12,thk,4999-d388ebdcba37,,beacon,1
2017-07-29 11:05:11,thk,4999-d388ebdcba37,,battery_voltage,2.976
2017-07-29 11:05:26,thk,4999,,datausage,40.128112
2017-07-29 11:05:26,thk,4999,,memusage,27.72
2017-07-29 11:05:26,thk,4999,,uptime,171286
2017-07-29 11:17:12,thk,4999-f234d8ad941a,,beacon,1
2017-07-29 12:05:11,thk,4999-f234d8ad941a,,battery_voltage,2.907
2017-07-29 12:05:26,thk,4999,,datausage,40.971754
2017-07-29 12:05:26,thk,4999,,memusage,27.71
2017-07-29 12:05:26,thk,4999,,uptime,174886
2017-07-29 12:13:10,thk,4999-c3025466c4d6,,beacon,1
2017-07-29 12:17:10,thk,4999-c3025466c4d6,,beacon,1
2017-07-29 12:45:41,thk,4999,,disconnected,1
2017-07-31 07:59:32,thk,4999-fd68387e1ccc,,beacon,1
2017-07-31 08:11:31,thk,4999-fd68387e1ccc,,beacon,1
2017-07-31 08:35:32,thk,4999-f234d8ad941a,,beacon,1
2017-07-31 08:39:31,thk,4999-f234d8ad941a,,battery_voltage,2.892
2017-07-31 08:39:31,thk,4999-f234d8ad941a,,beacon,1
2017-07-31 08:39:31,thk,4999-fd68387e1ccc,,battery_voltage,2.85
2017-07-31 08:39:48,thk,4999,,datausage,0.905424
2017-07-31 08:39:48,thk,4999,,memusage,18.94
2017-07-31 08:39:48,thk,4999,,uptime,3632
2017-07-31 08:43:31,thk,4999-f234d8ad941a,,beacon,1
2017-07-31 08:47:33,thk,4999-f234d8ad941a,,beacon,1
2017-07-31 08:47:33,thk,4999-fd68387e1ccc,,beacon,1
2017-07-31 08:51:33,thk,4999-f234d8ad941a,,beacon,1
2017-07-31 08:51:33,thk,4999-fd68387e1ccc,,beacon,1
2017-07-31 08:55:33,thk,4999-f234d8ad941a,,beacon,1
2017-07-31 08:59:33,thk,4999-f234d8ad941a,,beacon,1
2017-07-31 09:03:33,thk,4999-f234d8ad941a,,beacon,1
2017-07-31 09:07:31,thk,4999-f234d8ad941a,,beacon,1
2017-07-31 09:11:33,thk,4999-c3025466c4d6,,beacon,1
2017-07-31 09:11:33,thk,4999-f234d8ad941a,,beacon,1
2017-07-31 09:15:33,thk,4999-c3025466c4d6,,beacon,1
2017-07-31 09:15:33,thk,4999-f234d8ad941a,,beacon,1
2017-07-31 09:19:33,thk,4999-c3025466c4d6,,beacon,1
2017-07-31 09:19:33,thk,4999-f234d8ad941a,,beacon,1
2017-07-31 09:23:33,thk,4999-c3025466c4d6,,beacon,1
2017-07-31 09:23:33,thk,4999-f234d8ad941a,,beacon,1
2017-07-31 09:27:33,thk,4999-c3025466c4d6,,beacon,1
2017-07-31 09:27:33,thk,4999-f234d8ad941a,,beacon,1
2017-07-31 09:31:33,thk,4999-c3025466c4d6,,beacon,1
2017-07-31 09:31:33,thk,4999-f234d8ad941a,,beacon,1
2017-07-31 09:35:31,thk,4999-c3025466c4d6,,beacon,1
2017-07-31 09:35:31,thk,4999-f234d8ad941a,,beacon,1
2017-07-31 09:39:33,thk,4999-c3025466c4d6,,battery_voltage,2.88
2017-07-31 09:39:33,thk,4999-c3025466c4d6,,beacon,1
2017-07-31 09:39:33,thk,4999-f234d8ad941a,,battery_voltage,2.907
2017-07-31 09:39:33,thk,4999-f234d8ad941a,,beacon,1
2017-07-31 09:39:48,thk,4999,,datausage,1.77756
2017-07-31 09:39:48,thk,4999,,memusage,19.07
2017-07-31 09:39:48,thk,4999,,uptime,7232
2017-07-31 09:43:31,thk,4999-c3025466c4d6,,beacon,1
2017-07-31 09:43:31,thk,4999-f234d8ad941a,,beacon,1
2017-07-31 09:47:33,thk,4999-c3025466c4d6,,beacon,1
2017-07-31 09:47:33,thk,4999-f234d8ad941a,,beacon,1
2017-07-31 09:51:31,thk,4999-c3025466c4d6,,beacon,1
2017-07-31 09:51:31,thk,4999-f234d8ad941a,,beacon,1
2017-07-31 09:55:33,thk,4999-c3025466c4d6,,beacon,1
2017-07-31 09:55:33,thk,4999-f234d8ad941a,,beacon,1
2017-07-31 09:59:33,thk,4999-c3025466c4d6,,beacon,1
2017-07-31 09:59:33,thk,4999-f234d8ad941a,,beacon,1
2017-07-31 10:03:31,thk,4999-c3025466c4d6,,beacon,1
2017-07-31 10:03:31,thk,4999-f234d8ad941a,,beacon,1
2017-07-31 10:07:33,thk,4999-c3025466c4d6,,beacon,1
2017-07-31 10:07:33,thk,4999-f234d8ad941a,,beacon,1
2017-07-31 10:11:33,thk,4999-c3025466c4d6,,beacon,1
2017-07-31 10:11:33,thk,4999-f234d8ad941a,,beacon,1
2017-07-31 10:15:33,thk,4999-c3025466c4d6,,beacon,1
2017-07-31 10:15:33,thk,4999-f234d8ad941a,,beacon,1
2017-07-31 10:19:33,thk,4999-c3025466c4d6,,beacon,1
2017-07-31 10:19:33,thk,4999-f234d8ad941a,,beacon,1
2017-07-31 10:23:31,thk,4999-f234d8ad941a,,beacon,1
2017-07-31 10:27:33,thk,4999-f234d8ad941a,,beacon,1
2017-07-31 10:31:31,thk,4999-f234d8ad941a,,beacon,1
2017-07-31 10:35:33,thk,4999-f234d8ad941a,,beacon,1
2017-07-31 10:39:31,thk,4999-c3025466c4d6,,battery_voltage,2.88
2017-07-31 10:39:31,thk,4999-f234d8ad941a,,battery_voltage,2.907
2017-07-31 10:39:48,thk,4999,,datausage,2.632977
2017-07-31 10:39:48,thk,4999,,memusage,19.12
2017-07-31 10:39:48,thk,4999,,uptime,10832
2017-07-31 11:39:48,thk,4999,,datausage,3.485704
2017-07-31 11:39:48,thk,4999,,memusage,19.25
2017-07-31 11:39:48,thk,4999,,uptime,14432
2017-07-31 12:39:46,thk,4999,,datausage,4.327526
2017-07-31 12:39:46,thk,4999,,memusage,19.32
2017-07-31 12:39:46,thk,4999,,uptime,18032
2017-07-31 12:43:33,thk,4999-f234d8ad941a,,beacon,1
2017-07-31 12:47:33,thk,4999-f234d8ad941a,,beacon,1
2017-07-31 12:51:33,thk,4999-f234d8ad941a,,beacon,1
2017-07-31 12:55:31,thk,4999-c3025466c4d6,,beacon,1
2017-07-31 12:55:31,thk,4999-f234d8ad941a,,beacon,1
2017-07-31 12:59:33,thk,4999-c3025466c4d6,,beacon,1
2017-07-31 12:59:33,thk,4999-f234d8ad941a,,beacon,1
2017-07-31 13:03:33,thk,4999-f234d8ad941a,,beacon,1
2017-07-31 13:15:33,thk,4999-f234d8ad941a,,beacon,1
2017-07-31 13:19:33,thk,4999-f234d8ad941a,,beacon,1
2017-07-31 13:23:33,thk,4999-f234d8ad941a,,beacon,1
2017-07-31 13:36:00,thk,4999-f234d8ad941a,,beacon,1
2017-07-31 13:39:33,thk,4999-c3025466c4d6,,battery_voltage,2.892
2017-07-31 13:39:33,thk,4999-f234d8ad941a,,battery_voltage,2.907
2017-07-31 13:39:33,thk,4999-f234d8ad941a,,beacon,1
2017-07-31 13:39:48,thk,4999,,datausage,5.178242
2017-07-31 13:39:48,thk,4999,,memusage,19.38
2017-07-31 13:39:48,thk,4999,,uptime,21632
2017-07-31 13:43:33,thk,4999-f234d8ad941a,,beacon,1
2017-07-31 13:51:33,thk,4999-f234d8ad941a,,beacon,1
2017-07-31 13:55:33,thk,4999-f234d8ad941a,,beacon,1
2017-07-31 13:59:33,thk,4999-f234d8ad941a,,beacon,1
2017-07-31 13:59:33,thk,4999-ff7fada21247,,beacon,1
2017-07-31 14:03:33,thk,4999-c578064b05be,,beacon,1
2017-07-31 14:03:33,thk,4999-e8efcd1bbf14,,beacon,1
2017-07-31 14:03:33,thk,4999-f234d8ad941a,,beacon,1
2017-07-31 14:03:33,thk,4999-ff7fada21247,,beacon,1
2017-07-31 14:07:33,thk,4999-c578064b05be,,beacon,1
2017-07-31 14:07:33,thk,4999-e8efcd1bbf14,,beacon,1
2017-07-31 14:07:33,thk,4999-f234d8ad941a,,beacon,1
2017-07-31 14:07:33,thk,4999-ff7fada21247,,beacon,1
2017-07-31 14:11:33,thk,4999-e8efcd1bbf14,,beacon,1
2017-07-31 14:11:33,thk,4999-f234d8ad941a,,beacon,1
2017-07-31 14:11:33,thk,4999-ff7fada21247,,beacon,1
2017-07-31 14:15:33,thk,4999-e8efcd1bbf14,,beacon,1
2017-07-31 14:15:33,thk,4999-f234d8ad941a,,beacon,1
2017-07-31 14:15:33,thk,4999-ff7fada21247,,beacon,1
2017-07-31 14:19:34,thk,4999-e8efcd1bbf14,,beacon,1
2017-07-31 14:19:34,thk,4999-f234d8ad941a,,beacon,1
2017-07-31 14:19:34,thk,4999-ff7fada21247,,beacon,1
2017-07-31 14:23:33,thk,4999-c578064b05be,,beacon,1
2017-07-31 14:23:33,thk,4999-e8efcd1bbf14,,beacon,1
2017-07-31 14:23:33,thk,4999-f234d8ad941a,,beacon,1
2017-07-31 14:23:33,thk,4999-ff7fada21247,,beacon,1
2017-07-31 14:27:33,thk,4999-c578064b05be,,beacon,1
2017-07-31 14:27:33,thk,4999-e8efcd1bbf14,,beacon,1
2017-07-31 14:27:33,thk,4999-f234d8ad941a,,beacon,1
2017-07-31 14:27:33,thk,4999-ff7fada21247,,beacon,1
2017-07-31 14:31:33,thk,4999-c578064b05be,,beacon,1
2017-07-31 14:31:33,thk,4999-e8efcd1bbf14,,beacon,1
2017-07-31 14:31:33,thk,4999-f234d8ad941a,,beacon,1
2017-07-31 14:31:33,thk,4999-ff7fada21247,,beacon,1
2017-07-31 14:35:33,thk,4999-e8efcd1bbf14,,beacon,1
2017-07-31 14:35:33,thk,4999-ff7fada21247,,beacon,1
2017-07-31 14:39:33,thk,4999-c578064b05be,,battery_voltage,2.907
2017-07-31 14:39:33,thk,4999-c578064b05be,,beacon,1
2017-07-31 14:39:33,thk,4999-e8efcd1bbf14,,battery_voltage,2.964
2017-07-31 14:39:33,thk,4999-e8efcd1bbf14,,beacon,1
2017-07-31 14:39:33,thk,4999-f234d8ad941a,,battery_voltage,2.892
2017-07-31 14:39:33,thk,4999-ff7fada21247,,battery_voltage,2.88
2017-07-31 14:39:33,thk,4999-ff7fada21247,,beacon,1
2017-07-31 14:39:47,thk,4999,,uptime,25232
2017-07-31 14:39:48,thk,4999,,datausage,6.052193
2017-07-31 14:39:48,thk,4999,,memusage,19.48
2017-07-31 14:43:33,thk,4999-c578064b05be,,beacon,1
2017-07-31 14:43:33,thk,4999-e8efcd1bbf14,,beacon,1
2017-07-31 14:43:33,thk,4999-ff7fada21247,,beacon,1
2017-07-31 14:47:33,thk,4999-c578064b05be,,beacon,1
2017-07-31 14:47:33,thk,4999-e8efcd1bbf14,,beacon,1
2017-07-31 14:47:33,thk,4999-ff7fada21247,,beacon,1
2017-07-31 14:51:33,thk,4999-e8efcd1bbf14,,beacon,1
